Name,Direction.PXD023778,FDR.PXD023778,PValue.PXD023778,NGenes.PXD023778,MeanAbsT0.PXD023778,MeanWeightT0.PXD023778,av_foldchange.PXD023778,sig.PXD023778,Direction.PXD008934,FDR.PXD008934,PValue.PXD008934,NGenes.PXD008934,MeanAbsT0.PXD008934,MeanWeightT0.PXD008934,av_foldchange.PXD008934,sig.PXD008934
Early SARS-CoV-2 Infection Events,Up,0.189599133,0.154929577,4,0.445106858,0.502701995,0.167647948,FALSE,Up,0.246,0.18,2,0.627039005,0.608861579,0.507998594,FALSE
Virus Assembly and Release,Up,0.20368364,0.156013001,2,0.997080439,1.06100886,0.26191001,FALSE,Down,0.684,0.603,2,-0.707780145,-0.649750094,-0.014289422,FALSE
Assembly of Viral Components at the Budding Site,Up,0.20368364,0.156013001,2,0.997080439,1.06100886,0.26191001,FALSE,Down,0.684,0.603,2,-0.707780145,-0.649750094,-0.014289422,FALSE
PKA-mediated phosphorylation of CREB,Up,0.293607801,0.160346696,2,0.087839832,0.073390754,0.099862561,FALSE,Down,0.499,0.374,2,-0.112708457,-0.476438301,-0.437970232,FALSE
PKA activation,Up,0.293607801,0.160346696,2,0.087839832,0.073390754,0.099862561,FALSE,Down,0.499,0.374,2,-0.112708457,-0.476438301,-0.437970232,FALSE
CREB1 phosphorylation through the activation of Adenylate Cyclase,Up,0.293607801,0.160346696,2,0.087839832,0.073390754,0.099862561,FALSE,Down,0.499,0.374,2,-0.112708457,-0.476438301,-0.437970232,FALSE
FCGR3A-mediated IL10 synthesis,Up,0.293607801,0.160346696,2,0.087839832,0.073390754,0.099862561,FALSE,Down,0.499,0.374,2,-0.112708457,-0.476438301,-0.437970232,FALSE
Attachment and Entry,Up,0.252437703,0.163596966,3,0.072725706,0.077780064,0.156160423,FALSE,Up,0.246,0.18,2,0.627039005,0.608861579,0.507998594,FALSE
RHOBTB GTPase Cycle,Up,0.209100758,0.165763814,7,0.908316855,0.958026733,0.084204904,FALSE,Up,0.44,0.347,9,0.136155722,0.259906733,0.278068634,FALSE
Glucose metabolism,Up,0.237269772,0.170097508,22,1.21945205,1.558166045,0.178394467,FALSE,Down,0.1,0.062,22,0.744432732,1.113018703,-0.06061439,FALSE
Phase II - Conjugation of compounds,Up,0.20368364,0.171180932,5,1.474040313,1.705827501,0.155841196,FALSE,Up,0.626,0.533,6,-0.50339729,-0.318220042,0.062175207,FALSE
Alternative complement activation,Down,0.225352113,0.173347779,1,1.053736887,1.105726502,-0.409836801,FALSE,Up,0.379,0.305,2,0.142745776,0.216978534,0.333002011,FALSE
G alpha (s) signalling events,Up,0.196099675,0.174431203,8,0.883223848,0.831272003,0.026818694,FALSE,Down,0.687,0.645,5,-0.842488688,-0.870822048,-0.063950491,FALSE
GPER1 signaling,Up,0.196099675,0.174431203,8,0.883223848,0.831272003,0.026818694,FALSE,Down,0.687,0.645,5,-0.842488688,-0.870822048,-0.063950491,FALSE
Interleukin-35 Signalling,Up,0.247020585,0.175514626,1,0.74361715,0.78415526,0.242310311,FALSE,Up,0.711,0.654,1,-0.805549087,-0.765355989,0.168805021,FALSE
Interleukin-27 signaling,Up,0.247020585,0.175514626,1,0.74361715,0.78415526,0.242310311,FALSE,Up,0.711,0.654,1,-0.805549087,-0.765355989,0.168805021,FALSE
Initial triggering of complement,Down,0.214517876,0.179848321,2,0.980433632,1.076527569,-0.268596177,FALSE,Down,0.073,0.043,4,1.775762147,1.956358572,-0.623964076,FALSE
Activation of C3 and C5,Down,0.214517876,0.179848321,2,0.980433632,1.076527569,-0.268596177,FALSE,Down,0.167,0.117,3,1.177312597,1.308875161,-0.42658142,FALSE
Neuronal System,Up,0.211267606,0.180931744,17,0.350101269,0.399679263,0.118388972,FALSE,Down,0.602,0.559,18,-0.567532412,-0.663595214,-0.147028149,FALSE
Intra-Golgi traffic,Down,0.242686891,0.182015168,1,0.506513899,0.580711016,-0.120541224,FALSE,Down,0.579,0.485,2,-0.35548725,-0.311620796,-0.330593579,FALSE
Retrograde transport at the Trans-Golgi-Network,Down,0.242686891,0.182015168,1,0.506513899,0.580711016,-0.120541224,FALSE,Up,0.626,0.578,1,-0.718717314,-0.668559139,0.180328265,FALSE
Uptake and actions of bacterial toxins,Down,0.279523294,0.184182015,3,0.645657174,0.636619154,-0.007557698,FALSE,Down,0.16,0.106,5,0.907576047,0.77426514,-0.360665308,FALSE
HSF1 activation,Up,0.230769231,0.185265439,4,0.752470178,0.697347379,0.141153913,FALSE,Up,0.172,0.109,3,0.679707446,0.571019468,0.125283338,FALSE
Beta oxidation of butanoyl-CoA to acetyl-CoA,Up,0.206933911,0.185265439,3,1.879739388,2.087056329,0.346230911,FALSE,Up,0.826,0.788,3,-1.268653005,-1.174129107,0.015516881,FALSE
Respiratory electron transport,Down,0.277356446,0.186348862,39,0.850782189,1.363027295,-0.09433793,FALSE,Down,0.925,0.898,25,-1.792046688,-1.453333473,-0.055741902,FALSE
"GABA synthesis, release, reuptake and degradation",Up,0.405200433,0.186348862,2,0.19242228,0.259575308,0.240217056,FALSE,Up,0.187,0.111,3,0.863844465,0.955347799,0.415810035,FALSE
RHOF GTPase cycle,Up,0.25135428,0.186348862,5,0.378898966,0.458351801,0.120581659,FALSE,Down,0.326,0.259,3,0.358655174,0.357961093,-0.043777171,FALSE
Mitochondrial iron-sulfur cluster biogenesis,Up,0.228602384,0.187432286,1,0.764249097,0.870684968,0.202110522,FALSE,Down,0.82,0.756,1,-1.086672671,-1.040229827,-0.048918093,FALSE
Maturation of replicase proteins,Up,0.228602384,0.187432286,1,0.764249097,0.870684968,0.202110522,FALSE,,,,,,,,
Maturation of spike protein,Up,0.358613218,0.187432286,4,0.132401864,0.233750298,0.132943429,FALSE,Up,0.952,0.95,4,-1.955877538,-1.867378639,0.073332331,FALSE
Translation of Replicase and Assembly of the Replication Transcription Complex,Up,0.228602384,0.187432286,1,0.764249097,0.870684968,0.202110522,FALSE,,,,,,,,
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",Up,0.248104009,0.189599133,4,1.274297855,1.400985591,0.207655285,FALSE,Up,0.826,0.76,4,-0.930563886,-0.83418514,0.170640585,FALSE
Keratan sulfate/keratin metabolism,Up,0.231852654,0.192849404,3,1.625162713,1.793304751,0.440465253,FALSE,Up,0.138,0.094,1,1.112706129,1.191667081,0.699245021,FALSE
Keratan sulfate biosynthesis,Up,0.231852654,0.192849404,3,1.625162713,1.793304751,0.440465253,FALSE,Up,0.138,0.094,1,1.112706129,1.191667081,0.699245021,FALSE
Keratan sulfate degradation,Up,0.231852654,0.192849404,3,1.625162713,1.793304751,0.440465253,FALSE,Up,0.138,0.094,1,1.112706129,1.191667081,0.699245021,FALSE
Defective CHST6 causes MCDC1,Up,0.231852654,0.192849404,3,1.625162713,1.793304751,0.440465253,FALSE,Up,0.138,0.094,1,1.112706129,1.191667081,0.699245021,FALSE
Defective ST3GAL3 causes MCT12 and EIEE15,Up,0.231852654,0.192849404,3,1.625162713,1.793304751,0.440465253,FALSE,Up,0.138,0.094,1,1.112706129,1.191667081,0.699245021,FALSE
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),Up,0.231852654,0.192849404,3,1.625162713,1.793304751,0.440465253,FALSE,Up,0.138,0.094,1,1.112706129,1.191667081,0.699245021,FALSE
Ketone body metabolism,Down,0.275189599,0.197183099,3,0.993680431,1.18347292,-0.018499755,FALSE,Up,0.36,0.28,4,0.214409349,0.391073682,0.209010538,FALSE
Utilization of Ketone Bodies,Down,0.275189599,0.197183099,3,0.993680431,1.18347292,-0.018499755,FALSE,Down,0.472,0.39,3,-0.188637252,-0.050893932,-0.010008773,FALSE
Advanced glycosylation endproduct receptor signaling,Down,0.296858072,0.197183099,4,-0.326255005,-0.25554927,-0.094613733,FALSE,Up,0.75,0.685,1,-0.968970443,-0.922747996,0.10808598,FALSE
Attachment and Entry,Up,0.258938245,0.200433369,1,0.238936362,0.212557066,0.096962233,FALSE,Up,0.251,0.189,1,0.425959882,0.384081751,0.214291037,FALSE
Cytoprotection by HMOX1,Down,0.268689057,0.201516793,10,0.634471116,0.808179025,-0.280080442,FALSE,Up,0.108,0.068,6,1.391486094,1.523207551,0.080845811,FALSE
HS-GAG biosynthesis,Up,0.469122427,0.202600217,2,-0.079883086,-0.055039809,0.185759518,FALSE,Up,0.299,0.242,1,0.460807182,0.476978552,0.801706151,FALSE
HS-GAG degradation,Up,0.469122427,0.202600217,2,-0.079883086,-0.055039809,0.185759518,FALSE,Up,0.299,0.242,1,0.460807182,0.476978552,0.801706151,FALSE
Defective EXT2 causes exostoses 2,Up,0.469122427,0.202600217,2,-0.079883086,-0.055039809,0.185759518,FALSE,Up,0.299,0.242,1,0.460807182,0.476978552,0.801706151,FALSE
"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",Up,0.469122427,0.202600217,2,-0.079883086,-0.055039809,0.185759518,FALSE,Up,0.299,0.242,1,0.460807182,0.476978552,0.801706151,FALSE
Potential therapeutics for SARS,Up,0.282773564,0.202600217,6,0.60090072,0.557824728,0.108932738,FALSE,Down,0.713,0.632,6,-0.76054654,-0.677695499,-0.010460306,FALSE
TNFR1-mediated ceramide production,Down,0.270855905,0.20368364,1,-0.474326717,-0.422059516,-0.035431206,FALSE,Down,0.35,0.28,1,0.197930904,0.287220167,-0.56349472,FALSE
Glutamate Neurotransmitter Release Cycle,Up,0.304442037,0.206933911,1,0.481525863,0.588839516,0.192622924,FALSE,,,,,,,,
PERK regulates gene expression,Up,0.265438787,0.206933911,1,0.719798299,0.797755196,0.177406209,FALSE,Up,0.53,0.39,1,-0.044140117,0.014545399,0.411363735,FALSE
RHO GTPase cycle,Up,0.347778982,0.206933911,38,0.106919074,0.339365489,0.059033336,FALSE,Up,0.583,0.469,35,-0.16610658,0.034912598,0.130969344,FALSE
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",Down,0.268689057,0.210184182,48,1.082197121,1.65613542,-0.115526767,FALSE,Down,0.938,0.929,34,-2.121920828,-1.727492351,-0.069119772,FALSE
Azathioprine ADME,Up,0.241603467,0.211267606,1,0.729022892,0.833827631,0.270633359,FALSE,Up,0.383,0.307,1,0.182760865,0.25942692,0.528371039,FALSE
Ribavirin ADME,Up,0.241603467,0.211267606,1,0.729022892,0.833827631,0.270633359,FALSE,,,,,,,,
Pre-NOTCH Expression and Processing,Down,0.214517876,0.212351029,3,0.716192361,0.755682218,-0.139070312,FALSE,Down,0.256,0.18,1,0.524817367,0.600724353,-0.204556708,FALSE
RHOG GTPase cycle,Up,0.288190683,0.212351029,11,0.649368854,0.800405497,0.13540846,FALSE,Up,0.62,0.524,6,-0.323271206,-0.243838041,0.084556199,FALSE
Heme biosynthesis,Down,0.30552546,0.214517876,2,0.745479056,0.813322777,-0.575568496,FALSE,Down,0.174,0.12,2,0.91206624,0.983555359,-0.075581411,FALSE
Manipulation of host energy metabolism,Up,0.314192849,0.214517876,2,0.341193899,0.454100258,0.218265309,FALSE,Down,0.873,0.836,2,-1.334498131,-1.264782186,-0.019660014,FALSE
Gluconeogenesis,Up,0.310942579,0.2156013,16,0.872375645,1.209198527,0.218576575,FALSE,Down,0.14,0.085,17,0.656382133,1.004886597,-0.087691917,FALSE
Heme degradation,Down,0.286023835,0.218851571,2,0.91898428,0.991811838,-0.445896848,FALSE,Up,0.344,0.247,2,0.361821234,0.414202603,0.053838254,FALSE
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,Up,0.406283857,0.218851571,3,0.327135584,0.430872045,0.220029146,FALSE,Up,0.322,0.248,1,0.25269984,0.307598415,1.066221889,FALSE
Drug ADME,Down,0.283856988,0.218851571,3,0.895076001,1.001251726,-0.26063072,FALSE,Up,0.212,0.15,3,0.949391444,1.047739383,0.580353941,FALSE
Methylation,Up,0.273022752,0.221018418,1,0.813556216,0.904986141,0.230970546,FALSE,Down,0.806,0.76,2,-1.114736635,-1.043139184,-0.202066968,FALSE
Vitamin C (ascorbate) metabolism,Up,0.273022752,0.221018418,1,0.813556216,0.904986141,0.230970546,FALSE,Down,0.61,0.519,1,-0.441633016,-0.384409242,-0.382265386,FALSE
RND1 GTPase cycle,Up,0.409534128,0.221018418,5,0.099915304,0.241573978,0.094688893,FALSE,Up,0.068,0.031,3,1.708157424,1.861677504,0.314814505,FALSE
Metabolism of nucleotides,Up,0.265438787,0.222101842,6,0.719014604,0.913506449,0.090991787,FALSE,Down,0.747,0.676,7,-0.844741359,-0.664245775,-0.125641112,FALSE
Interconversion of nucleotide di- and triphosphates,Up,0.265438787,0.222101842,6,0.719014604,0.913506449,0.090991787,FALSE,Down,0.697,0.612,5,-0.753409949,-0.599394666,-0.250690392,FALSE
Methionine salvage pathway,Up,0.390032503,0.223185265,1,0.14193583,0.221747926,0.176860307,FALSE,Down,0.022,0.012,1,2.154793436,2.297901311,-0.274649375,FALSE
COPI-independent Golgi-to-ER retrograde traffic,Up,0.25135428,0.223185265,8,0.065923653,0.016721824,0.035482754,FALSE,Down,0.842,0.841,8,-1.37068589,-1.449852925,-0.198116458,FALSE
Muscle contraction,Up,0.275189599,0.225352113,46,0.922903673,1.435572611,0.002638697,FALSE,Up,0.327,0.21,37,0.569316929,0.920326194,0.061237747,FALSE
Initiation of Nuclear Envelope (NE) Reformation,Up,0.228602384,0.226435536,4,0.029967063,-0.107022172,0.103545244,FALSE,Up,0.668,0.617,4,-0.698302772,-0.706127515,0.243336352,FALSE
NCAM1 interactions,Up,0.27843987,0.226435536,7,0.693385032,0.845675288,0.204124703,FALSE,Up,0.026,0.013,1,2.839173748,2.937979771,1.813960686,FALSE
MAP2K and MAPK activation,Up,0.358613218,0.226435536,9,0.186550336,0.204951753,0.041804654,FALSE,Up,0.402,0.327,9,0.215348931,0.198443614,0.13449787,FALSE
Signaling by high-kinase activity BRAF mutants,Up,0.358613218,0.226435536,9,0.186550336,0.204951753,0.041804654,FALSE,Up,0.402,0.327,9,0.215348931,0.198443614,0.13449787,FALSE
Bicarbonate transporters,Down,0.361863489,0.22751896,1,0.452401524,0.53884768,-0.452675668,FALSE,,,,,,,,
"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",Down,0.361863489,0.22751896,1,0.452401524,0.53884768,-0.452675668,FALSE,,,,,,,,
Glucagon signaling in metabolic regulation,Down,0.26652221,0.229685807,6,0.202955525,0.212648047,-0.03558189,FALSE,Down,0.673,0.618,3,-0.995541313,-1.01679443,-0.210849073,FALSE
Vasopressin regulates renal water homeostasis via Aquaporins,Down,0.26652221,0.229685807,6,0.202955525,0.212648047,-0.03558189,FALSE,Down,0.673,0.618,3,-0.995541313,-1.01679443,-0.210849073,FALSE
Aquaporin-mediated transport,Down,0.26652221,0.229685807,6,0.202955525,0.212648047,-0.03558189,FALSE,Down,0.673,0.618,3,-0.995541313,-1.01679443,-0.210849073,FALSE
ADORA2B mediated anti-inflammatory cytokines production,Down,0.26652221,0.229685807,6,0.202955525,0.212648047,-0.03558189,FALSE,Down,0.73,0.681,4,-1.060368635,-1.063812199,-0.25424328,FALSE
Non-integrin membrane-ECM interactions,Up,0.263271939,0.230769231,18,0.991627608,1.106805116,0.159643909,FALSE,Up,0.188,0.146,4,0.98777657,1.086825375,0.272130323,FALSE
Fructose metabolism,Up,0.30227519,0.230769231,1,0.466781517,0.562229722,0.154642062,FALSE,Up,0.716,0.635,1,-0.791156815,-0.736407578,0.131690173,FALSE
Fructose biosynthesis,Up,0.30227519,0.230769231,1,0.466781517,0.562229722,0.154642062,FALSE,Up,0.716,0.635,1,-0.791156815,-0.736407578,0.131690173,FALSE
Parasite infection,Down,0.372697725,0.236186349,5,-0.211576968,-0.180043554,-0.0436365,FALSE,Down,0.584,0.506,5,-0.351752756,-0.357565518,-0.484345985,FALSE
Leishmania phagocytosis,Down,0.372697725,0.236186349,5,-0.211576968,-0.180043554,-0.0436365,FALSE,Down,0.584,0.506,5,-0.351752756,-0.357565518,-0.484345985,FALSE
FCGR3A-mediated phagocytosis,Down,0.372697725,0.236186349,5,-0.211576968,-0.180043554,-0.0436365,FALSE,Down,0.584,0.506,5,-0.351752756,-0.357565518,-0.484345985,FALSE
Extracellular matrix organization,Up,0.274106176,0.23943662,43,1.753251378,2.111545152,0.198116829,FALSE,Up,0.044,0.018,14,2.116766813,2.371066945,0.354348067,FALSE
Biotin transport and metabolism,Down,0.366197183,0.240520043,4,-0.066665634,0.06156572,-0.165466421,FALSE,Down,0.463,0.375,2,-0.075593523,0.020693563,-0.179248018,FALSE
Defects in vitamin and cofactor metabolism,Down,0.366197183,0.240520043,4,-0.066665634,0.06156572,-0.165466421,FALSE,Down,0.493,0.388,3,-0.131072623,-0.019182837,-0.282302164,FALSE
Defects in biotin (Btn) metabolism,Down,0.366197183,0.240520043,4,-0.066665634,0.06156572,-0.165466421,FALSE,Down,0.463,0.375,2,-0.075593523,0.020693563,-0.179248018,FALSE
Defective HLCS causes multiple carboxylase deficiency,Down,0.366197183,0.240520043,4,-0.066665634,0.06156572,-0.165466421,FALSE,Down,0.463,0.375,2,-0.075593523,0.020693563,-0.179248018,FALSE
Intra-Golgi and retrograde Golgi-to-ER traffic,Up,0.277356446,0.240520043,10,-0.033150838,-0.044591444,0.014364557,FALSE,Down,0.796,0.762,17,-1.01238528,-0.940913512,-0.10412289,FALSE
Golgi-to-ER retrograde transport,Up,0.277356446,0.240520043,10,-0.033150838,-0.044591444,0.014364557,FALSE,Down,0.796,0.762,17,-1.01238528,-0.940913512,-0.10412289,FALSE
Formation of ATP by chemiosmotic coupling,Down,0.30552546,0.242686891,9,0.72818284,0.987313345,-0.20734506,FALSE,Down,0.696,0.638,9,-1.137528276,-0.935419143,-0.106280522,FALSE
Reduction of cytosolic Ca++ levels,Down,0.372697725,0.242686891,4,0.433990815,0.57890992,-0.121153025,FALSE,Down,0.168,0.123,3,0.989333365,0.762417242,-0.592815377,FALSE
Platelet calcium homeostasis,Down,0.372697725,0.242686891,4,0.433990815,0.57890992,-0.121153025,FALSE,Down,0.168,0.123,3,0.989333365,0.762417242,-0.592815377,FALSE
Anti-inflammatory response favouring Leishmania parasite infection,Down,0.327193933,0.242686891,7,-0.123052137,-0.10676836,-0.025135787,FALSE,Down,0.495,0.411,6,-0.147329008,-0.379893284,-0.513779276,FALSE
Leishmania parasite growth and survival,Down,0.327193933,0.242686891,7,-0.123052137,-0.10676836,-0.025135787,FALSE,Down,0.495,0.411,6,-0.147329008,-0.379893284,-0.513779276,FALSE
Glutamate and glutamine metabolism,Up,0.328277356,0.243770314,2,0.667836701,0.802361553,0.247484143,FALSE,Up,0.33,0.246,2,0.091993793,0.210526584,0.105597724,FALSE
PPARA activates gene expression,Down,0.333694475,0.244853738,7,0.760516191,0.919970813,-0.151311462,FALSE,Down,0.092,0.057,6,1.378544651,1.489552337,-0.088751785,FALSE
Scavenging by Class F Receptors,Up,0.299024919,0.244853738,1,0.666467529,0.71633786,0.281509709,FALSE,Down,0.453,0.369,1,-0.195403193,-0.153529406,-0.197383865,FALSE
Regulation of lipid metabolism by PPARalpha,Down,0.333694475,0.244853738,7,0.760516191,0.919970813,-0.151311462,FALSE,Down,0.092,0.057,6,1.378544651,1.489552337,-0.088751785,FALSE
RHOD GTPase cycle,Up,0.344528711,0.244853738,8,0.383072943,0.552678117,0.19195658,FALSE,Up,0.251,0.191,2,0.678563081,0.723422962,0.127933774,FALSE
Myogenesis,Up,0.287107259,0.245937161,3,0.552923055,0.679365084,0.168715373,FALSE,Down,0.437,0.361,2,-0.285859421,-0.225461274,-0.054910669,FALSE
Signaling by MET,Up,0.193932828,0.245937161,16,0.291170788,0.215021706,0.153323591,FALSE,Down,0.504,0.639,8,-0.749098671,-0.964281777,-0.02449903,FALSE
Sensory Perception,Down,0.296858072,0.247020585,19,-0.453403723,-0.397668396,-0.031951037,FALSE,Up,0.038,0.016,16,2.198981672,1.746358948,0.001178941,FALSE
Mitochondrial translation,Down,0.301191766,0.249187432,1,0.675084363,0.774212745,-0.237857659,FALSE,Down,0.483,0.361,2,-0.128905842,-0.026753963,-0.149187883,FALSE
Mitochondrial translation elongation,Down,0.301191766,0.249187432,1,0.675084363,0.774212745,-0.237857659,FALSE,Down,0.483,0.361,2,-0.128905842,-0.026753963,-0.149187883,FALSE
Protein repair,Down,0.429035753,0.249187432,2,0.087368446,0.1395687,-0.147590912,FALSE,Down,0.817,0.75,2,-1.054096215,-0.993650449,-0.240209081,FALSE
SARS-CoV-2 modulates autophagy,Down,0.301191766,0.249187432,1,0.675084363,0.774212745,-0.237857659,FALSE,Down,0.146,0.098,1,0.903822252,1.002010621,-0.245473247,FALSE
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,Up,0.30227519,0.25135428,2,0.623010948,0.750658564,0.264190654,FALSE,Up,0.114,0.077,2,1.259249498,1.322090138,0.52196666,FALSE
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,Up,0.30227519,0.25135428,2,0.623010948,0.750658564,0.264190654,FALSE,Down,0.241,0.175,1,0.383367045,0.47611078,-0.152414536,FALSE
Protein methylation,Up,0.327193933,0.25135428,6,0.281356352,0.389761149,0.155772989,FALSE,Down,0.059,0.034,5,1.496862001,1.292697619,-0.258613668,FALSE
Degradation of GABA,Up,0.366197183,0.255687974,1,0.285068041,0.379080244,0.180622162,FALSE,Up,0.344,0.259,2,0.423651008,0.558419368,0.711840394,FALSE
Transmission across Chemical Synapses,Up,0.297941495,0.256771398,16,0.047278956,0.059813885,0.104035769,FALSE,Down,0.649,0.595,17,-0.705293748,-0.830393168,-0.107124527,FALSE
Estrogen-dependent gene expression,Up,0.352112676,0.258938245,4,0.231824861,0.159649156,0.039023636,FALSE,Down,0.42,0.339,2,-0.161323355,-0.112635497,-0.141816391,FALSE
The citric acid (TCA) cycle and respiratory electron transport,Down,0.355362947,0.260021668,73,0.637243523,1.314128844,-0.035068468,FALSE,Down,0.986,0.976,60,-2.842938739,-2.314189948,-0.06019809,FALSE
Complement cascade,Down,0.387865655,0.260021668,3,0.290492962,0.386172842,-0.154456355,FALSE,Down,0.049,0.026,6,2.295377911,2.526627231,-0.078650204,FALSE
Regulation of Complement cascade,Down,0.387865655,0.260021668,3,0.290492962,0.386172842,-0.154456355,FALSE,Up,0.09,0.062,5,1.838112987,2.031811496,0.148842164,FALSE
Lysine catabolism,Up,0.427952329,0.263271939,6,0.057402088,0.247853813,0.176957506,FALSE,Up,0.59,0.483,5,-0.616205096,-0.458111207,0.022417231,FALSE
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Down,0.309859155,0.264355363,7,-0.004534473,0.009903654,-0.014822721,FALSE,Up,0.781,0.74,5,-1.128992939,-1.1270605,0.024395808,FALSE
